acquisition_function,dataset_name,model_name,mean_and_stats_for_last_iter,cycle,budget
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.46455223880597013, 'Precision_std': 0.40368409522963344, 'Recall_mean': 0.525, 'Recall_std': 0.10606601717798213, 'F1-score_mean': 0.4191810344827587, 'F1-score_std': 0.2026836247797648, 'Accuracy_mean': 0.808457711442786, 'Accuracy_std': 0.1723792650653773, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.46140552995391704, 'Precision_std': 0.1050884501993832, 'Recall_mean': 0.675, 'Recall_std': 0.10606601717798218, 'F1-score_mean': 0.5477941176470589, 'F1-score_std': 0.10918560591851116, 'Accuracy_mean': 0.8880597014925373, 'Accuracy_std': 0.031661497665069344, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
entropy,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3401559454191032, 'Precision_std': 0.11440519071829129, 'Recall_mean': 0.75, 'Recall_std': 0.07071067811865482, 'F1-score_mean': 0.4650512581547064, 'F1-score_std': 0.12257396206961595, 'Accuracy_mean': 0.8208955223880597, 'Accuracy_std': 0.07035888370015397, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.46455223880597013, 'Precision_std': 0.40368409522963344, 'Recall_mean': 0.525, 'Recall_std': 0.10606601717798213, 'F1-score_mean': 0.4191810344827587, 'F1-score_std': 0.2026836247797648, 'Accuracy_mean': 0.808457711442786, 'Accuracy_std': 0.1723792650653773, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.46140552995391704, 'Precision_std': 0.1050884501993832, 'Recall_mean': 0.675, 'Recall_std': 0.10606601717798218, 'F1-score_mean': 0.5477941176470589, 'F1-score_std': 0.10918560591851116, 'Accuracy_mean': 0.8880597014925373, 'Accuracy_std': 0.031661497665069344, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
entropy,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3401559454191032, 'Precision_std': 0.11440519071829129, 'Recall_mean': 0.75, 'Recall_std': 0.07071067811865482, 'F1-score_mean': 0.4650512581547064, 'F1-score_std': 0.12257396206961595, 'Accuracy_mean': 0.8208955223880597, 'Accuracy_std': 0.07035888370015397, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.46455223880597013, 'Precision_std': 0.40368409522963344, 'Recall_mean': 0.525, 'Recall_std': 0.10606601717798213, 'F1-score_mean': 0.4191810344827587, 'F1-score_std': 0.2026836247797648, 'Accuracy_mean': 0.808457711442786, 'Accuracy_std': 0.1723792650653773, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3767860765730516, 'Precision_std': 0.16432634254459477, 'Recall_mean': 0.6333333333333333, 'Recall_std': 0.10408329997330668, 'F1-score_mean': 0.46565269943593873, 'F1-score_std': 0.1618715108569096, 'Accuracy_mean': 0.8407960199004975, 'Accuracy_std': 0.08486926422503474, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
entropy,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.32933473284350473, 'Precision_std': 0.08303956741495692, 'Recall_mean': 0.5666666666666667, 'Recall_std': 0.32145502536643183, 'F1-score_mean': 0.3908422529112184, 'F1-score_std': 0.15502618316402528, 'Accuracy_mean': 0.8391376451077944, 'Accuracy_std': 0.05893650296489836, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.40493958777540867, 'Precision_std': 0.3035480668022091, 'Recall_mean': 0.5166666666666667, 'Recall_std': 0.07637626158259733, 'F1-score_mean': 0.40066614420062696, 'F1-score_std': 0.14686296116928313, 'Accuracy_mean': 0.814262023217247, 'Accuracy_std': 0.12230443825865538, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6793478260869565, 'Precision_std': 0.09991726255896864, 'Recall_mean': 0.5, 'Recall_std': 0.282842712474619, 'F1-score_mean': 0.5398671096345514, 'F1-score_std': 0.15739586159301888, 'Accuracy_mean': 0.9228855721393034, 'Accuracy_std': 0.0035179441850076436, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
entropy,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9583333333333333, 'Precision_std': 0.05892556509887902, 'Recall_mean': 0.375, 'Recall_std': 0.24748737341529164, 'F1-score_mean': 0.5104166666666666, 'F1-score_std': 0.2504336516702355, 'Accuracy_mean': 0.9353233830845772, 'Accuracy_std': 0.021107665110046255, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8980099502487562, 'Accuracy_std': 0.0035179441850076436, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6793478260869565, 'Precision_std': 0.09991726255896864, 'Recall_mean': 0.5, 'Recall_std': 0.282842712474619, 'F1-score_mean': 0.5398671096345514, 'F1-score_std': 0.15739586159301888, 'Accuracy_mean': 0.9228855721393034, 'Accuracy_std': 0.0035179441850076436, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
entropy,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9583333333333333, 'Precision_std': 0.05892556509887902, 'Recall_mean': 0.375, 'Recall_std': 0.24748737341529164, 'F1-score_mean': 0.5104166666666666, 'F1-score_std': 0.2504336516702355, 'Accuracy_mean': 0.9353233830845772, 'Accuracy_std': 0.021107665110046255, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8980099502487562, 'Accuracy_std': 0.0035179441850076436, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6793478260869565, 'Precision_std': 0.09991726255896864, 'Recall_mean': 0.5, 'Recall_std': 0.282842712474619, 'F1-score_mean': 0.5398671096345514, 'F1-score_std': 0.15739586159301888, 'Accuracy_mean': 0.9228855721393034, 'Accuracy_std': 0.0035179441850076436, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
entropy,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9583333333333333, 'Precision_std': 0.05892556509887902, 'Recall_mean': 0.375, 'Recall_std': 0.24748737341529164, 'F1-score_mean': 0.5104166666666666, 'F1-score_std': 0.2504336516702355, 'Accuracy_mean': 0.9353233830845772, 'Accuracy_std': 0.021107665110046255, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8980099502487562, 'Accuracy_std': 0.0035179441850076436, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6306763285024154, 'Precision_std': 0.10999306209941109, 'Recall_mean': 0.4666666666666666, 'Recall_std': 0.20816659994661327, 'F1-score_mean': 0.5122923588039866, 'F1-score_std': 0.12111081402338758, 'Accuracy_mean': 0.9170812603648425, 'Accuracy_std': 0.010356547261025497, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
entropy,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9116161616161617, 'Precision_std': 0.09101424894414187, 'Recall_mean': 0.4000000000000001, 'Recall_std': 0.18027756377319948, 'F1-score_mean': 0.5338261648745519, 'F1-score_std': 0.18166595928648654, 'Accuracy_mean': 0.9353233830845772, 'Accuracy_std': 0.014925373134328401, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.20512820512820515, 'Precision_std': 0.355292473347462, 'Recall_mean': 0.13333333333333333, 'Recall_std': 0.23094010767585033, 'F1-score_mean': 0.16161616161616163, 'F1-score_std': 0.27992740324345494, 'Accuracy_mean': 0.9038142620232174, 'Accuracy_std': 0.010356547261025575, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3767860765730516, 'Precision_std': 0.16432634254459477, 'Recall_mean': 0.6333333333333333, 'Recall_std': 0.10408329997330668, 'F1-score_mean': 0.46565269943593873, 'F1-score_std': 0.1618715108569096, 'Accuracy_mean': 0.8407960199004975, 'Accuracy_std': 0.08486926422503474, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
entropy,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.32933473284350473, 'Precision_std': 0.08303956741495692, 'Recall_mean': 0.5666666666666667, 'Recall_std': 0.32145502536643183, 'F1-score_mean': 0.3908422529112184, 'F1-score_std': 0.15502618316402528, 'Accuracy_mean': 0.8391376451077944, 'Accuracy_std': 0.05893650296489836, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.40493958777540867, 'Precision_std': 0.3035480668022091, 'Recall_mean': 0.5166666666666667, 'Recall_std': 0.07637626158259733, 'F1-score_mean': 0.40066614420062696, 'F1-score_std': 0.14686296116928313, 'Accuracy_mean': 0.814262023217247, 'Accuracy_std': 0.12230443825865538, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3767860765730516, 'Precision_std': 0.16432634254459477, 'Recall_mean': 0.6333333333333333, 'Recall_std': 0.10408329997330668, 'F1-score_mean': 0.46565269943593873, 'F1-score_std': 0.1618715108569096, 'Accuracy_mean': 0.8407960199004975, 'Accuracy_std': 0.08486926422503474, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
entropy,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.32933473284350473, 'Precision_std': 0.08303956741495692, 'Recall_mean': 0.5666666666666667, 'Recall_std': 0.32145502536643183, 'F1-score_mean': 0.3908422529112184, 'F1-score_std': 0.15502618316402528, 'Accuracy_mean': 0.8391376451077944, 'Accuracy_std': 0.05893650296489836, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.40493958777540867, 'Precision_std': 0.3035480668022091, 'Recall_mean': 0.5166666666666667, 'Recall_std': 0.07637626158259733, 'F1-score_mean': 0.40066614420062696, 'F1-score_std': 0.14686296116928313, 'Accuracy_mean': 0.814262023217247, 'Accuracy_std': 0.12230443825865538, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3767860765730516, 'Precision_std': 0.16432634254459477, 'Recall_mean': 0.6333333333333333, 'Recall_std': 0.10408329997330668, 'F1-score_mean': 0.46565269943593873, 'F1-score_std': 0.1618715108569096, 'Accuracy_mean': 0.8407960199004975, 'Accuracy_std': 0.08486926422503474, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
entropy,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.32933473284350473, 'Precision_std': 0.08303956741495692, 'Recall_mean': 0.5666666666666667, 'Recall_std': 0.32145502536643183, 'F1-score_mean': 0.3908422529112184, 'F1-score_std': 0.15502618316402528, 'Accuracy_mean': 0.8391376451077944, 'Accuracy_std': 0.05893650296489836, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.40493958777540867, 'Precision_std': 0.3035480668022091, 'Recall_mean': 0.5166666666666667, 'Recall_std': 0.07637626158259733, 'F1-score_mean': 0.40066614420062696, 'F1-score_std': 0.14686296116928313, 'Accuracy_mean': 0.814262023217247, 'Accuracy_std': 0.12230443825865538, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.32723241457264585, 'Precision_std': 0.16680635351605816, 'Recall_mean': 0.6, 'Recall_std': 0.10801234497346439, 'F1-score_mean': 0.4150289982611646, 'F1-score_std': 0.16649112238774294, 'Accuracy_mean': 0.8109452736318408, 'Accuracy_std': 0.0914665488102002, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
entropy,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3606374132689922, 'Precision_std': 0.0922847642441024, 'Recall_mean': 0.4875, 'Recall_std': 0.306526235962492, 'F1-score_mean': 0.37377685097373636, 'F1-score_std': 0.13109916126386367, 'Accuracy_mean': 0.8532338308457712, 'Accuracy_std': 0.055771713833499936, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.4599546908315565, 'Precision_std': 0.27117202196518453, 'Recall_mean': 0.45, 'Recall_std': 0.14719601443879748, 'F1-score_mean': 0.38978532243618447, 'F1-score_std': 0.12187174421504972, 'Accuracy_mean': 0.8383084577114428, 'Accuracy_std': 0.11083850621231808, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6306763285024154, 'Precision_std': 0.10999306209941109, 'Recall_mean': 0.4666666666666666, 'Recall_std': 0.20816659994661327, 'F1-score_mean': 0.5122923588039866, 'F1-score_std': 0.12111081402338758, 'Accuracy_mean': 0.9170812603648425, 'Accuracy_std': 0.010356547261025497, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
entropy,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9116161616161617, 'Precision_std': 0.09101424894414187, 'Recall_mean': 0.4000000000000001, 'Recall_std': 0.18027756377319948, 'F1-score_mean': 0.5338261648745519, 'F1-score_std': 0.18166595928648654, 'Accuracy_mean': 0.9353233830845772, 'Accuracy_std': 0.014925373134328401, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.20512820512820515, 'Precision_std': 0.355292473347462, 'Recall_mean': 0.13333333333333333, 'Recall_std': 0.23094010767585033, 'F1-score_mean': 0.16161616161616163, 'F1-score_std': 0.27992740324345494, 'Accuracy_mean': 0.9038142620232174, 'Accuracy_std': 0.010356547261025575, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6306763285024154, 'Precision_std': 0.10999306209941109, 'Recall_mean': 0.4666666666666666, 'Recall_std': 0.20816659994661327, 'F1-score_mean': 0.5122923588039866, 'F1-score_std': 0.12111081402338758, 'Accuracy_mean': 0.9170812603648425, 'Accuracy_std': 0.010356547261025497, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
entropy,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9116161616161617, 'Precision_std': 0.09101424894414187, 'Recall_mean': 0.4000000000000001, 'Recall_std': 0.18027756377319948, 'F1-score_mean': 0.5338261648745519, 'F1-score_std': 0.18166595928648654, 'Accuracy_mean': 0.9353233830845772, 'Accuracy_std': 0.014925373134328401, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.20512820512820515, 'Precision_std': 0.355292473347462, 'Recall_mean': 0.13333333333333333, 'Recall_std': 0.23094010767585033, 'F1-score_mean': 0.16161616161616163, 'F1-score_std': 0.27992740324345494, 'Accuracy_mean': 0.9038142620232174, 'Accuracy_std': 0.010356547261025575, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6306763285024154, 'Precision_std': 0.10999306209941109, 'Recall_mean': 0.4666666666666666, 'Recall_std': 0.20816659994661327, 'F1-score_mean': 0.5122923588039866, 'F1-score_std': 0.12111081402338758, 'Accuracy_mean': 0.9170812603648425, 'Accuracy_std': 0.010356547261025497, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
entropy,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9116161616161617, 'Precision_std': 0.09101424894414187, 'Recall_mean': 0.4000000000000001, 'Recall_std': 0.18027756377319948, 'F1-score_mean': 0.5338261648745519, 'F1-score_std': 0.18166595928648654, 'Accuracy_mean': 0.9353233830845772, 'Accuracy_std': 0.014925373134328401, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.20512820512820515, 'Precision_std': 0.355292473347462, 'Recall_mean': 0.13333333333333333, 'Recall_std': 0.23094010767585033, 'F1-score_mean': 0.16161616161616163, 'F1-score_std': 0.27992740324345494, 'Accuracy_mean': 0.9038142620232174, 'Accuracy_std': 0.010356547261025575, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5980072463768116, 'Precision_std': 0.11106180643101872, 'Recall_mean': 0.3875, 'Recall_std': 0.23228933107943922, 'F1-score_mean': 0.4419115767952977, 'F1-score_std': 0.17202433186487542, 'Accuracy_mean': 0.9129353233830846, 'Accuracy_std': 0.011843164889789102, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
entropy,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9337121212121212, 'Precision_std': 0.08645994098873733, 'Recall_mean': 0.325, 'Recall_std': 0.21015867021530818, 'F1-score_mean': 0.4458241691104594, 'F1-score_std': 0.23017186088407876, 'Accuracy_mean': 0.9291044776119404, 'Accuracy_std': 0.017412935323383155, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.15384615384615385, 'Precision_std': 0.3076923076923077, 'Recall_mean': 0.1, 'Recall_std': 0.2, 'F1-score_mean': 0.12121212121212123, 'F1-score_std': 0.24242424242424246, 'Accuracy_mean': 0.9017412935323383, 'Accuracy_std': 0.009417758450746746, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,70
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.32723241457264585, 'Precision_std': 0.16680635351605816, 'Recall_mean': 0.6, 'Recall_std': 0.10801234497346439, 'F1-score_mean': 0.4150289982611646, 'F1-score_std': 0.16649112238774294, 'Accuracy_mean': 0.8109452736318408, 'Accuracy_std': 0.0914665488102002, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
entropy,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3606374132689922, 'Precision_std': 0.0922847642441024, 'Recall_mean': 0.4875, 'Recall_std': 0.306526235962492, 'F1-score_mean': 0.37377685097373636, 'F1-score_std': 0.13109916126386367, 'Accuracy_mean': 0.8532338308457712, 'Accuracy_std': 0.055771713833499936, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.4599546908315565, 'Precision_std': 0.27117202196518453, 'Recall_mean': 0.45, 'Recall_std': 0.14719601443879748, 'F1-score_mean': 0.38978532243618447, 'F1-score_std': 0.12187174421504972, 'Accuracy_mean': 0.8383084577114428, 'Accuracy_std': 0.11083850621231808, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,30
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.32723241457264585, 'Precision_std': 0.16680635351605816, 'Recall_mean': 0.6, 'Recall_std': 0.10801234497346439, 'F1-score_mean': 0.4150289982611646, 'F1-score_std': 0.16649112238774294, 'Accuracy_mean': 0.8109452736318408, 'Accuracy_std': 0.0914665488102002, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
entropy,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3606374132689922, 'Precision_std': 0.0922847642441024, 'Recall_mean': 0.4875, 'Recall_std': 0.306526235962492, 'F1-score_mean': 0.37377685097373636, 'F1-score_std': 0.13109916126386367, 'Accuracy_mean': 0.8532338308457712, 'Accuracy_std': 0.055771713833499936, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.4599546908315565, 'Precision_std': 0.27117202196518453, 'Recall_mean': 0.45, 'Recall_std': 0.14719601443879748, 'F1-score_mean': 0.38978532243618447, 'F1-score_std': 0.12187174421504972, 'Accuracy_mean': 0.8383084577114428, 'Accuracy_std': 0.11083850621231808, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,40
margin_sampling,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.32723241457264585, 'Precision_std': 0.16680635351605816, 'Recall_mean': 0.6, 'Recall_std': 0.10801234497346439, 'F1-score_mean': 0.4150289982611646, 'F1-score_std': 0.16649112238774294, 'Accuracy_mean': 0.8109452736318408, 'Accuracy_std': 0.0914665488102002, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
entropy,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3606374132689922, 'Precision_std': 0.0922847642441024, 'Recall_mean': 0.4875, 'Recall_std': 0.306526235962492, 'F1-score_mean': 0.37377685097373636, 'F1-score_std': 0.13109916126386367, 'Accuracy_mean': 0.8532338308457712, 'Accuracy_std': 0.055771713833499936, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
least_confidence,yeast-0-2-5-6_vs_3-7-8-9,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.4599546908315565, 'Precision_std': 0.27117202196518453, 'Recall_mean': 0.45, 'Recall_std': 0.14719601443879748, 'F1-score_mean': 0.38978532243618447, 'F1-score_std': 0.12187174421504972, 'Accuracy_mean': 0.8383084577114428, 'Accuracy_std': 0.11083850621231808, 'Labelled Samples_mean': 150.0, 'Labelled Samples_std': 0.0}",6,60
